фирмы,услуги,размер,отрасль,наличие_целей_по_улучшению_окр_среды,наличие_менеджера_по_окр_среде,отслеживание_выбросов_CO2,наличие_целевых_уровней_выбросов_CO2,прим_более_благ_ист_энерго,минимал_отходов,меры_по_огр_загряз_воздуха,меры_по_огр_загрязн_возд,наличие_выбросов_CO2
348514,Другие Услуги,Крупный,Оптовая торговля,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
350231,Другие Услуги,Средний,Оптовая торговля,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
352128,Другие Услуги,Малый,Сфера услуг,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
355045,Другие Услуги,Малый,Сфера услуг,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
397323,Другие Услуги,Малый,Сфера услуг,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
400143,Другие Услуги,Малый,Сфера услуг,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
422502,Другие Услуги,Малый,Сфера услуг,Да,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
423971,Другие Услуги,Малый,Оптовая торговля,Да,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
428271,Другие Услуги,Малый,Транспорт,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
432830,Другие Услуги,Малый,Оптовая торговля,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
432886,Другие Услуги,Малый,Сфера услуг,Нет,Нет,,Нет,Не знаю,Нет,Нет,Нет,Нет
439001,Другие Услуги,Крупный,Оптовая торговля,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
439701,Другие Услуги,Крупный,Сфера услуг,Да,Да,Не знаю,Не знаю,Не знаю,Да,Да,Не знаю,Да
440771,Другие Услуги,Крупный,Строительство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
447114,Другие Услуги,Средний,Оптовая торговля,Нет,Нет,,Не знаю,Нет,Нет,Да,Нет,Нет
448271,Другие Услуги,Малый,Строительство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
448846,Другие Услуги,Малый,Строительство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
449259,Другие Услуги,Малый,Строительство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
465498,Другие Услуги,Малый,Оптовая торговля,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
470811,Другие Услуги,Малый,Строительство,Нет,Нет,,Нет,Нет,Да,Нет,Да,Нет
486164,Другие Услуги,Малый,Строительство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
489147,Другие Услуги,Малый,Строительство,Да,Нет,,Нет,Нет,Да,Да,Да,Нет
492852,Другие Услуги,Малый,Строительство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
501941,Еда,Малый,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
502686,Предметы одежды,Малый,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
503285,Предметы одежды,Малый,Производство,Нет,Нет,,Не знаю,Нет,Нет,Не применимо,Нет,Нет
503636,Другое Производство,Малый,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
505007,Предметы одежды,Малый,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
505132,Еда,Малый,Производство,Нет,Нет,,Нет,Нет,Да,Нет,Нет,Нет
505250,Неметаллические Минеральные продукты,Малый,Производство,Нет,Нет,,Нет,Нет,Да,Нет,Нет,Нет
505398,Предметы одежды,Малый,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
505676,Готовые Металлические Изделия,Малый,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
505737,Предметы одежды,Малый,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
505796,Предметы одежды,Малый,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
505824,Предметы одежды,Малый,Производство,Нет,Нет,,Не знаю,Не знаю,Не знаю,Не знаю,Не знаю,Не знаю
506214,Предметы одежды,Малый,Производство,Нет,Да,,Нет,Не применимо,Не применимо,Не применимо,Нет,Нет
506250,Неметаллические Минеральные продукты,Малый,Производство,Нет,Нет,Да,Нет,Нет,Нет,Да,Нет,Да
506284,Еда,Малый,Производство,Да,Нет,,Нет,Нет,Да,Нет,Нет,Нет
506532,Предметы одежды,Малый,Производство,Да,Да,,Не знаю,Не применимо,Не применимо,Не применимо,Не применимо,Нет
506694,Готовые Металлические Изделия,Малый,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
506931,Предметы одежды,Малый,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
507020,Другое Производство,Малый,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
507148,Неметаллические Минеральные продукты,Малый,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
507570,Машины и оборудование,Малый,Производство,Нет,Нет,Да,Да,Нет,Да,Нет,Нет,Да
508418,Предметы одежды,Малый,Производство,Нет,Нет,,Нет,Не применимо,Не применимо,Не применимо,Нет,Нет
508675,Предметы одежды,Малый,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
508825,Предметы одежды,Малый,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Не применимо,Нет
508846,Предметы одежды,Малый,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
509503,Предметы одежды,Малый,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Да,Нет
509649,Предметы одежды,Малый,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
509816,Предметы одежды,Малый,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
510473,Предметы одежды,Малый,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
510891,Предметы одежды,Малый,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
511139,Другое Производство,Малый,Производство,Нет,Нет,,Нет,Нет,Да,Нет,Нет,Не знаю
511290,Предметы одежды,Малый,Производство,Да,Нет,,Нет,Не знаю,Не знаю,Не знаю,Не знаю,Нет
511374,Предметы одежды,Малый,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
511422,Предметы одежды,Малый,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
511713,Предметы одежды,Малый,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
512927,Предметы одежды,Малый,Производство,Нет,Нет,,Нет,Нет,Да,Нет,Нет,Нет
512934,Предметы одежды,Малый,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
512981,Предметы одежды,Малый,Производство,Нет,Нет,,Нет,Нет,Да,Нет,Нет,Нет
513105,Машины и оборудование,Малый,Производство,Нет,Нет,,Нет,Не знаю,Не знаю,Не знаю,Не знаю,Нет
515031,Предметы одежды,Малый,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
515546,Другое Производство,Малый,Производство,Да,Нет,,Нет,Нет,Да,Нет,Нет,Нет
515622,Предметы одежды,Малый,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
515940,Готовые Металлические Изделия,Малый,Производство,Да,Нет,,Не знаю,Да,Нет,Нет,Нет,Не знаю
517204,Неметаллические Минеральные продукты,Малый,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
517354,Предметы одежды,Малый,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
517368,Предметы одежды,Малый,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
517413,Предметы одежды,Малый,Производство,Нет,Нет,,Нет,Не применимо,Не применимо,Не применимо,Не применимо,Нет
517847,Предметы одежды,Малый,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
